hour,day_of_week,month,nox_stdr,sox_stdr,tsp_stdr
17,1,4,34.0,48.0,11.0
17,1,4,34.0,48.0,11.0
17,1,4,34.0,48.0,11.0
17,1,4,34.0,48.0,11.0
17,1,4,40.0,40.0,9.0
17,1,4,40.0,40.0,9.0
17,1,4,10.0,15.0,5.0
17,1,4,15.0,25.0,5.0
17,1,4,56.0,48.0,11.0
17,1,4,56.0,48.0,11.0
17,1,4,34.0,48.0,11.0
17,1,4,34.0,48.0,11.0
17,1,4,34.0,48.0,11.0
17,1,4,15.0,25.0,5.0
17,1,4,15.0,25.0,5.0
17,1,4,12.8,20.0,4.0
17,1,4,50.0,50.0,16.0
17,1,4,50.0,50.0,16.0
18,1,4,34.0,50.0,16.0
18,1,4,34.0,50.0,16.0
18,1,4,34.0,50.0,16.0
18,1,4,40.0,40.0,9.0
18,1,4,40.0,40.0,9.0
18,1,4,10.0,15.0,5.0
18,1,4,15.0,25.0,5.0
18,1,4,56.0,48.0,11.0
18,1,4,56.0,48.0,11.0
18,1,4,34.0,48.0,11.0
18,1,4,34.0,48.0,11.0
18,1,4,34.0,48.0,11.0
18,1,4,15.0,25.0,5.0
18,1,4,15.0,25.0,5.0
18,1,4,12.8,20.0,4.0
18,1,4,50.0,50.0,16.0
18,1,4,50.0,50.0,16.0
18,1,4,34.0,50.0,16.0
18,1,4,34.0,50.0,16.0
18,1,4,34.0,50.0,16.0
18,1,4,40.0,40.0,9.0
18,1,4,40.0,40.0,9.0
18,1,4,10.0,15.0,5.0
18,1,4,15.0,25.0,5.0
18,1,4,56.0,48.0,11.0
18,1,4,56.0,48.0,11.0
18,1,4,34.0,48.0,11.0
18,1,4,34.0,48.0,11.0
18,1,4,34.0,48.0,11.0
18,1,4,15.0,25.0,5.0
18,1,4,15.0,25.0,5.0
18,1,4,12.8,20.0,4.0
18,1,4,50.0,50.0,16.0
18,1,4,50.0,50.0,16.0
19,1,4,34.0,50.0,16.0
19,1,4,34.0,50.0,16.0
19,1,4,34.0,50.0,16.0
19,1,4,40.0,40.0,9.0
19,1,4,40.0,40.0,9.0
19,1,4,10.0,15.0,5.0
19,1,4,15.0,25.0,5.0
19,1,4,56.0,48.0,11.0
19,1,4,56.0,48.0,11.0
19,1,4,34.0,48.0,11.0
19,1,4,34.0,48.0,11.0
19,1,4,34.0,48.0,11.0
19,1,4,15.0,25.0,5.0
19,1,4,15.0,25.0,5.0
19,1,4,12.8,20.0,4.0
19,1,4,50.0,50.0,16.0
19,1,4,50.0,50.0,16.0
19,1,4,34.0,50.0,16.0
19,1,4,34.0,50.0,16.0
19,1,4,34.0,50.0,16.0
19,1,4,40.0,40.0,9.0
19,1,4,40.0,40.0,9.0
19,1,4,10.0,15.0,5.0
19,1,4,15.0,25.0,5.0
19,1,4,56.0,48.0,11.0
19,1,4,56.0,48.0,11.0
19,1,4,34.0,48.0,11.0
19,1,4,34.0,48.0,11.0
19,1,4,34.0,48.0,11.0
19,1,4,15.0,25.0,5.0
19,1,4,15.0,25.0,5.0
19,1,4,12.8,20.0,4.0
19,1,4,50.0,50.0,16.0
19,1,4,50.0,50.0,16.0
20,1,4,34.0,50.0,16.0
20,1,4,34.0,50.0,16.0
20,1,4,34.0,50.0,16.0
20,1,4,40.0,40.0,9.0
20,1,4,40.0,40.0,9.0
20,1,4,10.0,15.0,5.0
20,1,4,15.0,25.0,5.0
20,1,4,56.0,48.0,11.0
20,1,4,56.0,48.0,11.0
20,1,4,34.0,48.0,11.0
20,1,4,34.0,48.0,11.0
20,1,4,34.0,48.0,11.0
20,1,4,15.0,25.0,5.0
20,1,4,15.0,25.0,5.0
20,1,4,12.8,20.0,4.0
20,1,4,50.0,50.0,16.0
20,1,4,50.0,50.0,16.0
20,1,4,34.0,50.0,16.0
20,1,4,34.0,50.0,16.0
20,1,4,34.0,50.0,16.0
20,1,4,40.0,40.0,9.0
20,1,4,40.0,40.0,9.0
20,1,4,10.0,15.0,5.0
20,1,4,15.0,25.0,5.0
20,1,4,56.0,48.0,11.0
20,1,4,56.0,48.0,11.0
20,1,4,34.0,48.0,11.0
20,1,4,34.0,48.0,11.0
20,1,4,34.0,48.0,11.0
20,1,4,15.0,25.0,5.0
20,1,4,15.0,25.0,5.0
20,1,4,12.8,20.0,4.0
20,1,4,50.0,50.0,16.0
20,1,4,50.0,50.0,16.0
21,1,4,34.0,50.0,16.0
21,1,4,34.0,50.0,16.0
21,1,4,34.0,50.0,16.0
21,1,4,40.0,40.0,9.0
21,1,4,40.0,40.0,9.0
21,1,4,10.0,15.0,5.0
21,1,4,15.0,25.0,5.0
21,1,4,56.0,48.0,11.0
21,1,4,56.0,48.0,11.0
21,1,4,34.0,48.0,11.0
21,1,4,34.0,48.0,11.0
21,1,4,34.0,48.0,11.0
21,1,4,15.0,25.0,5.0
21,1,4,15.0,25.0,5.0
21,1,4,12.8,20.0,4.0
21,1,4,50.0,50.0,16.0
21,1,4,50.0,50.0,16.0
21,1,4,34.0,50.0,16.0
21,1,4,34.0,50.0,16.0
21,1,4,34.0,50.0,16.0
21,1,4,40.0,40.0,9.0
21,1,4,40.0,40.0,9.0
21,1,4,10.0,15.0,5.0
21,1,4,15.0,25.0,5.0
21,1,4,56.0,48.0,11.0
21,1,4,56.0,48.0,11.0
21,1,4,34.0,48.0,11.0
21,1,4,34.0,48.0,11.0
21,1,4,34.0,48.0,11.0
21,1,4,15.0,25.0,5.0
21,1,4,15.0,25.0,5.0
21,1,4,12.8,20.0,4.0
21,1,4,50.0,50.0,16.0
21,1,4,50.0,50.0,16.0
22,1,4,34.0,50.0,16.0
22,1,4,34.0,50.0,16.0
22,1,4,34.0,50.0,16.0
22,1,4,40.0,40.0,9.0
22,1,4,40.0,40.0,9.0
22,1,4,10.0,15.0,5.0
22,1,4,15.0,25.0,5.0
22,1,4,56.0,48.0,11.0
22,1,4,56.0,48.0,11.0
22,1,4,34.0,48.0,11.0
22,1,4,34.0,48.0,11.0
22,1,4,34.0,48.0,11.0
22,1,4,15.0,25.0,5.0
22,1,4,15.0,25.0,5.0
22,1,4,12.8,20.0,4.0
22,1,4,50.0,50.0,16.0
22,1,4,50.0,50.0,16.0
22,1,4,34.0,50.0,16.0
22,1,4,34.0,50.0,16.0
22,1,4,34.0,50.0,16.0
22,1,4,40.0,40.0,9.0
22,1,4,40.0,40.0,9.0
22,1,4,10.0,15.0,5.0
22,1,4,15.0,25.0,5.0
22,1,4,56.0,48.0,11.0
22,1,4,56.0,48.0,11.0
22,1,4,34.0,48.0,11.0
22,1,4,34.0,48.0,11.0
22,1,4,34.0,48.0,11.0
22,1,4,15.0,25.0,5.0
22,1,4,15.0,25.0,5.0
22,1,4,12.8,20.0,4.0
22,1,4,50.0,50.0,16.0
22,1,4,50.0,50.0,16.0
23,1,4,34.0,50.0,16.0
23,1,4,34.0,50.0,16.0
23,1,4,34.0,50.0,16.0
23,1,4,40.0,40.0,9.0
23,1,4,40.0,40.0,9.0
23,1,4,10.0,15.0,5.0
23,1,4,15.0,25.0,5.0
23,1,4,56.0,48.0,11.0
23,1,4,56.0,48.0,11.0
23,1,4,34.0,48.0,11.0
23,1,4,34.0,48.0,11.0
23,1,4,34.0,48.0,11.0
23,1,4,15.0,25.0,5.0
23,1,4,15.0,25.0,5.0
23,1,4,12.8,20.0,4.0
23,1,4,50.0,50.0,16.0
23,1,4,50.0,50.0,16.0
23,1,4,34.0,50.0,16.0
23,1,4,34.0,50.0,16.0
23,1,4,34.0,50.0,16.0
23,1,4,40.0,40.0,9.0
23,1,4,40.0,40.0,9.0
23,1,4,10.0,15.0,5.0
23,1,4,15.0,25.0,5.0
23,1,4,56.0,48.0,11.0
23,1,4,56.0,48.0,11.0
23,1,4,34.0,48.0,11.0
23,1,4,34.0,48.0,11.0
23,1,4,34.0,48.0,11.0
23,1,4,15.0,25.0,5.0
23,1,4,15.0,25.0,5.0
23,1,4,12.8,20.0,4.0
23,1,4,50.0,50.0,16.0
23,1,4,50.0,50.0,16.0
0,2,4,34.0,50.0,16.0
0,2,4,34.0,50.0,16.0
0,2,4,34.0,50.0,16.0
0,2,4,40.0,40.0,9.0
0,2,4,40.0,40.0,9.0
0,2,4,10.0,15.0,5.0
0,2,4,15.0,25.0,5.0
0,2,4,56.0,48.0,11.0
0,2,4,56.0,48.0,11.0
0,2,4,34.0,48.0,11.0
0,2,4,34.0,48.0,11.0
0,2,4,34.0,48.0,11.0
0,2,4,15.0,25.0,5.0
0,2,4,15.0,25.0,5.0
0,2,4,12.8,20.0,4.0
0,2,4,50.0,50.0,16.0
0,2,4,50.0,50.0,16.0
0,2,4,34.0,50.0,16.0
0,2,4,34.0,50.0,16.0
0,2,4,34.0,50.0,16.0
0,2,4,40.0,40.0,9.0
0,2,4,40.0,40.0,9.0
0,2,4,10.0,15.0,5.0
0,2,4,15.0,25.0,5.0
0,2,4,56.0,48.0,11.0
0,2,4,56.0,48.0,11.0
0,2,4,34.0,48.0,11.0
0,2,4,34.0,48.0,11.0
0,2,4,34.0,48.0,11.0
0,2,4,15.0,25.0,5.0
0,2,4,15.0,25.0,5.0
0,2,4,12.8,20.0,4.0
0,2,4,50.0,50.0,16.0
0,2,4,50.0,50.0,16.0
1,2,4,34.0,50.0,16.0
1,2,4,34.0,50.0,16.0
1,2,4,34.0,50.0,16.0
1,2,4,40.0,40.0,9.0
1,2,4,40.0,40.0,9.0
1,2,4,10.0,15.0,5.0
1,2,4,15.0,25.0,5.0
1,2,4,56.0,48.0,11.0
1,2,4,56.0,48.0,11.0
1,2,4,34.0,48.0,11.0
1,2,4,34.0,48.0,11.0
1,2,4,34.0,48.0,11.0
1,2,4,15.0,25.0,5.0
1,2,4,15.0,25.0,5.0
1,2,4,12.8,20.0,4.0
1,2,4,50.0,50.0,16.0
1,2,4,50.0,50.0,16.0
1,2,4,34.0,50.0,16.0
1,2,4,34.0,50.0,16.0
1,2,4,34.0,50.0,16.0
1,2,4,40.0,40.0,9.0
1,2,4,40.0,40.0,9.0
1,2,4,10.0,15.0,5.0
1,2,4,15.0,25.0,5.0
1,2,4,56.0,48.0,11.0
1,2,4,56.0,48.0,11.0
1,2,4,34.0,48.0,11.0
1,2,4,34.0,48.0,11.0
1,2,4,34.0,48.0,11.0
1,2,4,15.0,25.0,5.0
1,2,4,15.0,25.0,5.0
1,2,4,12.8,20.0,4.0
1,2,4,50.0,50.0,16.0
1,2,4,50.0,50.0,16.0
2,2,4,34.0,50.0,16.0
2,2,4,34.0,50.0,16.0
2,2,4,34.0,50.0,16.0
2,2,4,40.0,40.0,9.0
2,2,4,40.0,40.0,9.0
2,2,4,10.0,15.0,5.0
2,2,4,15.0,25.0,5.0
2,2,4,56.0,48.0,11.0
2,2,4,56.0,48.0,11.0
2,2,4,34.0,48.0,11.0
2,2,4,34.0,48.0,11.0
2,2,4,34.0,48.0,11.0
2,2,4,15.0,25.0,5.0
2,2,4,15.0,25.0,5.0
2,2,4,12.8,20.0,4.0
2,2,4,50.0,50.0,16.0
2,2,4,50.0,50.0,16.0
2,2,4,34.0,50.0,16.0
2,2,4,34.0,50.0,16.0
2,2,4,34.0,50.0,16.0
2,2,4,40.0,40.0,9.0
2,2,4,40.0,40.0,9.0
2,2,4,10.0,15.0,5.0
2,2,4,15.0,25.0,5.0
2,2,4,56.0,48.0,11.0
2,2,4,56.0,48.0,11.0
2,2,4,34.0,48.0,11.0
2,2,4,34.0,48.0,11.0
2,2,4,34.0,48.0,11.0
2,2,4,15.0,25.0,5.0
2,2,4,15.0,25.0,5.0
2,2,4,12.8,20.0,4.0
2,2,4,50.0,50.0,16.0
2,2,4,50.0,50.0,16.0
3,2,4,34.0,50.0,16.0
3,2,4,34.0,50.0,16.0
3,2,4,34.0,50.0,16.0
3,2,4,40.0,40.0,9.0
3,2,4,40.0,40.0,9.0
3,2,4,10.0,15.0,5.0
3,2,4,15.0,25.0,5.0
3,2,4,56.0,48.0,11.0
3,2,4,56.0,48.0,11.0
3,2,4,34.0,48.0,11.0
3,2,4,34.0,48.0,11.0
3,2,4,34.0,48.0,11.0
3,2,4,15.0,25.0,5.0
3,2,4,15.0,25.0,5.0
3,2,4,12.8,20.0,4.0
3,2,4,50.0,50.0,16.0
3,2,4,50.0,50.0,16.0
3,2,4,34.0,50.0,16.0
3,2,4,34.0,50.0,16.0
3,2,4,34.0,50.0,16.0
3,2,4,40.0,40.0,9.0
3,2,4,40.0,40.0,9.0
3,2,4,10.0,15.0,5.0
3,2,4,15.0,25.0,5.0
3,2,4,56.0,48.0,11.0
3,2,4,56.0,48.0,11.0
3,2,4,34.0,48.0,11.0
3,2,4,34.0,48.0,11.0
3,2,4,34.0,48.0,11.0
3,2,4,15.0,25.0,5.0
3,2,4,15.0,25.0,5.0
3,2,4,12.8,20.0,4.0
3,2,4,50.0,50.0,16.0
3,2,4,50.0,50.0,16.0
4,2,4,34.0,50.0,16.0
4,2,4,34.0,50.0,16.0
4,2,4,34.0,50.0,16.0
4,2,4,40.0,40.0,9.0
4,2,4,40.0,40.0,9.0
4,2,4,10.0,15.0,5.0
4,2,4,15.0,25.0,5.0
4,2,4,56.0,48.0,11.0
4,2,4,56.0,48.0,11.0
4,2,4,34.0,48.0,11.0
4,2,4,34.0,48.0,11.0
4,2,4,34.0,48.0,11.0
4,2,4,15.0,25.0,5.0
4,2,4,15.0,25.0,5.0
4,2,4,12.8,20.0,4.0
4,2,4,50.0,50.0,16.0
4,2,4,50.0,50.0,16.0
4,2,4,34.0,50.0,16.0
4,2,4,34.0,50.0,16.0
4,2,4,34.0,50.0,16.0
4,2,4,40.0,40.0,9.0
4,2,4,40.0,40.0,9.0
4,2,4,10.0,15.0,5.0
4,2,4,15.0,25.0,5.0
4,2,4,56.0,48.0,11.0
4,2,4,56.0,48.0,11.0
4,2,4,34.0,48.0,11.0
4,2,4,34.0,48.0,11.0
4,2,4,34.0,48.0,11.0
4,2,4,15.0,25.0,5.0
4,2,4,15.0,25.0,5.0
4,2,4,12.8,20.0,4.0
4,2,4,50.0,50.0,16.0
4,2,4,50.0,50.0,16.0
5,2,4,34.0,50.0,16.0
5,2,4,34.0,50.0,16.0
5,2,4,34.0,50.0,16.0
5,2,4,40.0,40.0,9.0
5,2,4,40.0,40.0,9.0
5,2,4,10.0,15.0,5.0
5,2,4,15.0,25.0,5.0
5,2,4,56.0,48.0,11.0
5,2,4,56.0,48.0,11.0
5,2,4,34.0,48.0,11.0
5,2,4,34.0,48.0,11.0
5,2,4,34.0,48.0,11.0
5,2,4,15.0,25.0,5.0
5,2,4,15.0,25.0,5.0
5,2,4,12.8,20.0,4.0
5,2,4,50.0,50.0,16.0
5,2,4,50.0,50.0,16.0
5,2,4,34.0,50.0,16.0
5,2,4,34.0,50.0,16.0
5,2,4,34.0,50.0,16.0
5,2,4,40.0,40.0,9.0
5,2,4,40.0,40.0,9.0
5,2,4,10.0,15.0,5.0
5,2,4,15.0,25.0,5.0
5,2,4,56.0,48.0,11.0
5,2,4,56.0,48.0,11.0
5,2,4,34.0,48.0,11.0
5,2,4,34.0,48.0,11.0
5,2,4,34.0,48.0,11.0
5,2,4,15.0,25.0,5.0
5,2,4,15.0,25.0,5.0
5,2,4,12.8,20.0,4.0
5,2,4,50.0,50.0,16.0
5,2,4,50.0,50.0,16.0
6,2,4,34.0,50.0,16.0
6,2,4,34.0,50.0,16.0
6,2,4,34.0,50.0,16.0
6,2,4,40.0,40.0,9.0
6,2,4,40.0,40.0,9.0
6,2,4,10.0,15.0,5.0
6,2,4,15.0,25.0,5.0
6,2,4,56.0,48.0,11.0
6,2,4,56.0,48.0,11.0
6,2,4,34.0,48.0,11.0
6,2,4,34.0,48.0,11.0
6,2,4,34.0,48.0,11.0
6,2,4,15.0,25.0,5.0
6,2,4,15.0,25.0,5.0
6,2,4,12.8,20.0,4.0
6,2,4,50.0,50.0,16.0
6,2,4,50.0,50.0,16.0
6,2,4,34.0,50.0,16.0
6,2,4,34.0,50.0,16.0
6,2,4,34.0,50.0,16.0
6,2,4,40.0,40.0,9.0
6,2,4,40.0,40.0,9.0
6,2,4,10.0,15.0,5.0
6,2,4,15.0,25.0,5.0
6,2,4,56.0,48.0,11.0
6,2,4,56.0,48.0,11.0
6,2,4,34.0,48.0,11.0
6,2,4,34.0,48.0,11.0
6,2,4,34.0,48.0,11.0
6,2,4,15.0,25.0,5.0
6,2,4,15.0,25.0,5.0
6,2,4,12.8,20.0,4.0
6,2,4,50.0,50.0,16.0
6,2,4,50.0,50.0,16.0
7,2,4,34.0,50.0,16.0
7,2,4,34.0,50.0,16.0
7,2,4,34.0,50.0,16.0
7,2,4,40.0,40.0,9.0
7,2,4,40.0,40.0,9.0
7,2,4,10.0,15.0,5.0
7,2,4,15.0,25.0,5.0
7,2,4,56.0,48.0,11.0
7,2,4,56.0,48.0,11.0
7,2,4,34.0,48.0,11.0
7,2,4,34.0,48.0,11.0
7,2,4,34.0,48.0,11.0
7,2,4,15.0,25.0,5.0
7,2,4,15.0,25.0,5.0
7,2,4,12.8,20.0,4.0
7,2,4,50.0,50.0,16.0
7,2,4,50.0,50.0,16.0
7,2,4,34.0,50.0,16.0
7,2,4,34.0,50.0,16.0
7,2,4,34.0,50.0,16.0
7,2,4,40.0,40.0,9.0
7,2,4,40.0,40.0,9.0
7,2,4,10.0,15.0,5.0
7,2,4,15.0,25.0,5.0
7,2,4,56.0,48.0,11.0
7,2,4,56.0,48.0,11.0
7,2,4,34.0,48.0,11.0
7,2,4,34.0,48.0,11.0
7,2,4,34.0,48.0,11.0
7,2,4,15.0,25.0,5.0
7,2,4,15.0,25.0,5.0
7,2,4,12.8,20.0,4.0
7,2,4,50.0,50.0,16.0
7,2,4,50.0,50.0,16.0
8,2,4,34.0,50.0,16.0
8,2,4,34.0,50.0,16.0
8,2,4,34.0,50.0,16.0
8,2,4,40.0,40.0,9.0
8,2,4,40.0,40.0,9.0
8,2,4,10.0,15.0,5.0
8,2,4,15.0,25.0,5.0
8,2,4,56.0,48.0,11.0
8,2,4,56.0,48.0,11.0
8,2,4,34.0,48.0,11.0
8,2,4,34.0,48.0,11.0
8,2,4,34.0,48.0,11.0
8,2,4,15.0,25.0,5.0
8,2,4,15.0,25.0,5.0
8,2,4,12.8,20.0,4.0
8,2,4,50.0,50.0,16.0
8,2,4,50.0,50.0,16.0
8,2,4,34.0,50.0,16.0
8,2,4,34.0,50.0,16.0
8,2,4,34.0,50.0,16.0
8,2,4,40.0,40.0,9.0
8,2,4,40.0,40.0,9.0
8,2,4,10.0,15.0,5.0
8,2,4,15.0,25.0,5.0
8,2,4,56.0,48.0,11.0
8,2,4,56.0,48.0,11.0
8,2,4,34.0,48.0,11.0
8,2,4,34.0,48.0,11.0
8,2,4,34.0,48.0,11.0
8,2,4,15.0,25.0,5.0
8,2,4,15.0,25.0,5.0
8,2,4,12.8,20.0,4.0
8,2,4,50.0,50.0,16.0
8,2,4,50.0,50.0,16.0
9,2,4,34.0,50.0,16.0
9,2,4,34.0,50.0,16.0
9,2,4,34.0,50.0,16.0
9,2,4,40.0,40.0,9.0
9,2,4,40.0,40.0,9.0
9,2,4,10.0,15.0,5.0
9,2,4,15.0,25.0,5.0
9,2,4,56.0,48.0,11.0
9,2,4,56.0,48.0,11.0
9,2,4,34.0,48.0,11.0
9,2,4,34.0,48.0,11.0
9,2,4,34.0,48.0,11.0
9,2,4,15.0,25.0,5.0
9,2,4,15.0,25.0,5.0
9,2,4,12.8,20.0,4.0
9,2,4,50.0,50.0,16.0
9,2,4,50.0,50.0,16.0
9,2,4,34.0,50.0,16.0
9,2,4,34.0,50.0,16.0
9,2,4,34.0,50.0,16.0
9,2,4,40.0,40.0,9.0
9,2,4,40.0,40.0,9.0
9,2,4,10.0,15.0,5.0
9,2,4,15.0,25.0,5.0
9,2,4,56.0,48.0,11.0
9,2,4,56.0,48.0,11.0
9,2,4,34.0,48.0,11.0
9,2,4,34.0,48.0,11.0
9,2,4,34.0,48.0,11.0
9,2,4,15.0,25.0,5.0
9,2,4,15.0,25.0,5.0
9,2,4,12.8,20.0,4.0
9,2,4,50.0,50.0,16.0
9,2,4,50.0,50.0,16.0
10,2,4,34.0,50.0,16.0
10,2,4,34.0,50.0,16.0
10,2,4,34.0,50.0,16.0
10,2,4,40.0,40.0,9.0
10,2,4,40.0,40.0,9.0
10,2,4,10.0,15.0,5.0
10,2,4,15.0,25.0,5.0
10,2,4,56.0,48.0,11.0
10,2,4,56.0,48.0,11.0
10,2,4,34.0,48.0,11.0
10,2,4,34.0,48.0,11.0
10,2,4,34.0,48.0,11.0
10,2,4,15.0,25.0,5.0
10,2,4,15.0,25.0,5.0
10,2,4,12.8,20.0,4.0
10,2,4,50.0,50.0,16.0
10,2,4,50.0,50.0,16.0
10,2,4,34.0,50.0,16.0
10,2,4,34.0,50.0,16.0
10,2,4,34.0,50.0,16.0
10,2,4,40.0,40.0,9.0
10,2,4,40.0,40.0,9.0
10,2,4,10.0,15.0,5.0
10,2,4,15.0,25.0,5.0
10,2,4,56.0,48.0,11.0
10,2,4,56.0,48.0,11.0
10,2,4,34.0,48.0,11.0
10,2,4,34.0,48.0,11.0
10,2,4,34.0,48.0,11.0
10,2,4,15.0,25.0,5.0
10,2,4,15.0,25.0,5.0
10,2,4,12.8,20.0,4.0
10,2,4,50.0,50.0,16.0
10,2,4,50.0,50.0,16.0
11,2,4,34.0,50.0,16.0
11,2,4,34.0,50.0,16.0
11,2,4,34.0,50.0,16.0
11,2,4,40.0,40.0,9.0
11,2,4,40.0,40.0,9.0
11,2,4,10.0,15.0,5.0
11,2,4,15.0,25.0,5.0
11,2,4,56.0,48.0,11.0
11,2,4,56.0,48.0,11.0
11,2,4,34.0,48.0,11.0
11,2,4,34.0,48.0,11.0
11,2,4,34.0,48.0,11.0
11,2,4,15.0,25.0,5.0
11,2,4,15.0,25.0,5.0
11,2,4,12.8,20.0,4.0
11,2,4,50.0,50.0,16.0
11,2,4,50.0,50.0,16.0
11,2,4,34.0,50.0,16.0
11,2,4,34.0,50.0,16.0
11,2,4,34.0,50.0,16.0
11,2,4,40.0,40.0,9.0
11,2,4,40.0,40.0,9.0
11,2,4,10.0,15.0,5.0
11,2,4,15.0,25.0,5.0
11,2,4,56.0,48.0,11.0
11,2,4,56.0,48.0,11.0
11,2,4,34.0,48.0,11.0
11,2,4,34.0,48.0,11.0
11,2,4,34.0,48.0,11.0
11,2,4,15.0,25.0,5.0
11,2,4,15.0,25.0,5.0
11,2,4,12.8,20.0,4.0
11,2,4,50.0,50.0,16.0
11,2,4,50.0,50.0,16.0
12,2,4,34.0,50.0,16.0
12,2,4,34.0,50.0,16.0
12,2,4,34.0,50.0,16.0
12,2,4,40.0,40.0,9.0
12,2,4,40.0,40.0,9.0
12,2,4,10.0,15.0,5.0
12,2,4,15.0,25.0,5.0
12,2,4,56.0,48.0,11.0
12,2,4,56.0,48.0,11.0
12,2,4,34.0,48.0,11.0
12,2,4,34.0,48.0,11.0
12,2,4,34.0,48.0,11.0
12,2,4,15.0,25.0,5.0
12,2,4,15.0,25.0,5.0
12,2,4,12.8,20.0,4.0
12,2,4,50.0,50.0,16.0
12,2,4,50.0,50.0,16.0
12,2,4,34.0,50.0,16.0
12,2,4,34.0,50.0,16.0
12,2,4,34.0,50.0,16.0
12,2,4,40.0,40.0,9.0
12,2,4,40.0,40.0,9.0
12,2,4,10.0,15.0,5.0
12,2,4,15.0,25.0,5.0
12,2,4,56.0,48.0,11.0
12,2,4,56.0,48.0,11.0
12,2,4,34.0,48.0,11.0
12,2,4,34.0,48.0,11.0
12,2,4,34.0,48.0,11.0
12,2,4,15.0,25.0,5.0
12,2,4,15.0,25.0,5.0
12,2,4,12.8,20.0,4.0
12,2,4,50.0,50.0,16.0
12,2,4,50.0,50.0,16.0
13,2,4,34.0,50.0,16.0
13,2,4,34.0,50.0,16.0
13,2,4,34.0,50.0,16.0
13,2,4,40.0,40.0,9.0
13,2,4,40.0,40.0,9.0
13,2,4,10.0,15.0,5.0
13,2,4,15.0,25.0,5.0
13,2,4,56.0,48.0,11.0
13,2,4,56.0,48.0,11.0
13,2,4,34.0,48.0,11.0
13,2,4,34.0,48.0,11.0
13,2,4,34.0,48.0,11.0
13,2,4,15.0,25.0,5.0
13,2,4,15.0,25.0,5.0
13,2,4,12.8,20.0,4.0
13,2,4,50.0,50.0,16.0
13,2,4,50.0,50.0,16.0
13,2,4,34.0,50.0,16.0
13,2,4,34.0,50.0,16.0
13,2,4,34.0,50.0,16.0
13,2,4,40.0,40.0,9.0
13,2,4,40.0,40.0,9.0
13,2,4,10.0,15.0,5.0
13,2,4,15.0,25.0,5.0
13,2,4,56.0,48.0,11.0
13,2,4,56.0,48.0,11.0
13,2,4,34.0,48.0,11.0
13,2,4,34.0,48.0,11.0
13,2,4,34.0,48.0,11.0
13,2,4,15.0,25.0,5.0
13,2,4,15.0,25.0,5.0
13,2,4,12.8,20.0,4.0
13,2,4,50.0,50.0,16.0
13,2,4,50.0,50.0,16.0
14,2,4,34.0,50.0,16.0
14,2,4,34.0,50.0,16.0
14,2,4,34.0,50.0,16.0
14,2,4,40.0,40.0,9.0
14,2,4,40.0,40.0,9.0
14,2,4,10.0,15.0,5.0
14,2,4,15.0,25.0,5.0
14,2,4,56.0,48.0,11.0
14,2,4,56.0,48.0,11.0
14,2,4,34.0,48.0,11.0
14,2,4,34.0,48.0,11.0
14,2,4,34.0,48.0,11.0
14,2,4,15.0,25.0,5.0
14,2,4,15.0,25.0,5.0
14,2,4,12.8,20.0,4.0
14,2,4,50.0,50.0,16.0
14,2,4,50.0,50.0,16.0
14,2,4,34.0,50.0,16.0
14,2,4,34.0,50.0,16.0
14,2,4,34.0,50.0,16.0
14,2,4,40.0,40.0,9.0
14,2,4,40.0,40.0,9.0
14,2,4,10.0,15.0,5.0
14,2,4,15.0,25.0,5.0
14,2,4,56.0,48.0,11.0
14,2,4,56.0,48.0,11.0
14,2,4,34.0,48.0,11.0
14,2,4,34.0,48.0,11.0
14,2,4,34.0,48.0,11.0
14,2,4,15.0,25.0,5.0
14,2,4,15.0,25.0,5.0
14,2,4,12.8,20.0,4.0
14,2,4,50.0,50.0,16.0
14,2,4,50.0,50.0,16.0
15,2,4,34.0,50.0,16.0
15,2,4,34.0,50.0,16.0
15,2,4,34.0,50.0,16.0
15,2,4,40.0,40.0,9.0
15,2,4,40.0,40.0,9.0
15,2,4,10.0,15.0,5.0
15,2,4,15.0,25.0,5.0
15,2,4,56.0,48.0,11.0
15,2,4,56.0,48.0,11.0
15,2,4,34.0,48.0,11.0
15,2,4,34.0,48.0,11.0
15,2,4,34.0,48.0,11.0
15,2,4,15.0,25.0,5.0
15,2,4,15.0,25.0,5.0
15,2,4,12.8,20.0,4.0
15,2,4,50.0,50.0,16.0
15,2,4,50.0,50.0,16.0
15,2,4,34.0,50.0,16.0
15,2,4,34.0,50.0,16.0
15,2,4,34.0,50.0,16.0
15,2,4,40.0,40.0,9.0
15,2,4,40.0,40.0,9.0
15,2,4,10.0,15.0,5.0
15,2,4,15.0,25.0,5.0
15,2,4,56.0,48.0,11.0
15,2,4,56.0,48.0,11.0
15,2,4,34.0,48.0,11.0
15,2,4,34.0,48.0,11.0
15,2,4,34.0,48.0,11.0
15,2,4,15.0,25.0,5.0
15,2,4,15.0,25.0,5.0
15,2,4,12.8,20.0,4.0
15,2,4,50.0,50.0,16.0
15,2,4,50.0,50.0,16.0
16,2,4,34.0,50.0,16.0
16,2,4,34.0,50.0,16.0
16,2,4,34.0,50.0,16.0
16,2,4,40.0,40.0,9.0
16,2,4,40.0,40.0,9.0
16,2,4,10.0,15.0,5.0
16,2,4,15.0,25.0,5.0
16,2,4,56.0,48.0,11.0
16,2,4,56.0,48.0,11.0
